Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Comoros,COM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,43488355.73,45169147.49,48052574.71,50369203.51,52439509.37,53635326.22,54636812.18,55531757.08,57024184.23,55210429.24,58021408.55,54890806.08,59573498.73,61364240.88,58126245.03,60224677.63,59446774.43,61842678.33,62635914.83,63841107.45,70766642.75,72417577.44,74101130.74,75660295.1,77112671.4,79300666.8,81399679.1,78899898.07,90024783.7,86603841.92,90501014.83,99460615.24,120944108.2,125902816.6,126293892.6,130378565.9,133761448.9,143000420.8,170395014.7,156037298.6,133078388.4,146247196.3,148366720.9
Cabo Verde,CPV,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,548639276.3,570267370.7,620369149.1,670570139,688527410,890025849.5,730097004.4,803910317.5,815815690.6,892208501.2,1069400137,1239547761,1302844661,1413167785,1550873267,1531725459,1894640915,2130168879,2303392057,2655493466,2405381420,1806243520,1303935987,1411878036,1780944602,1876683644,2102290464,2317777716,2233249568,2577215638,2950845930,2572751123,3311921120,3802619111,3942734527,4166456386,3931690587,4653068260,5875315142,5766776257,5502822485,5658281698,5942261833,6265122987,6330019564,6620428607,7128549747,8481899230,9303668817,8129642878,8477268169,8752190879,9503607875,9963385713,10351214668,10717714717,11360656124,11369574431,11552889747,10707824142,10227344274,11025097039,12452197162
Caribbean small states,CSS,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,3554233190,3860567750,4046330530,4182590664,4220700204,4631549886,4886735044,5299279538,5630867776,5685760734,5506462492,6544403108,6995756383,7324003770,7978795006,9023745587,7955905398,7152545751,7856725247,8651819891,8337583910,6624576457,3890839385,2768119518,2002944290,2099149038,2877217733,3041601003,3171269794,3353010304,3673813036,3569567394,3250806792,3034862310,3253971936,3923859287,5654682389,5791191974,6232065862,5838158623,5663565211,5940260033,6297614967,6692747424,6513048943,7531000000,8021086768,8289613476,8808288639,8772553145,8433576464,8441744577,7955741866
Curacao,CUW,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802681564.2,,,,,,,
Cayman Islands,CYM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,740622741.5,970384895.7,1594561402,1935135246,2251292886,2368991177,2216233918,2299499088,2249414744,2734607192,2523000729,2344574973,2461021208,2722086166,3267379754,3176601778,3125891353,3631743392,3185992561,3058903530,3174628165,3041757433,3169383424,2689108030,3088858936,3056716732,3057095585,3405769188,3471154637,3672124134,3909926291,4725889897,5081485095,5509490660,4758460463,4690414435,4140651867,3332724888,2807829907,2600629789,2554959747,3818842361,4628613018,4401744851,4703757152,4925309543,4920189650,5302171075
Czechia,CZE,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27100081915,19691544123,22936211718,22979588922,25679667788,31481721632,34552731338,32871101174,32443965649,31676690889,34063234920,36031830886,36705442350,37577072006,39081985873,41443325372,43714660298,49521825296,50470857259,45916601453,46076934804,46564154683,45014319833,44039473550,45472513847,49900299812,48389613293,50749001474,55838203161,59157843386,55594369633,56064108949,57773911276
Germany,DEU,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,3.62653E+11,3.84321E+11,3.94639E+11,3.96431E+11,3.62164E+11,3.45873E+11,3.57983E+11,3.74057E+11,3.92141E+11,4.1647E+11,4.25865E+11,4.05989E+11,3.87471E+11,3.99092E+11,3.9969E+11,4.02405E+11,4.15221E+11,4.23856E+11,4.45252E+11,4.77455E+11,5.15632E+11,5.43057E+11,5.67322E+11,5.41645E+11,5.61004E+11,5.59928E+11,5.57441E+11,5.60332E+11,5.8285E+11,6.07922E+11,6.20559E+11,6.0436E+11,5.67591E+11,5.58382E+11,5.55895E+11,5.60869E+11,6.0315E+11,6.24928E+11,6.34809E+11,5.74784E+11,6.05099E+11,6.49799E+11,6.4832E+11,6.39918E+11,6.60689E+11,6.72183E+11,6.97793E+11,7.16076E+11,7.40073E+11,7.52845E+11,7.34427E+11,7.33284E+11,7.34158E+11
Djibouti,DJI,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520738738.4,614085872.5,735453539,705225297.5,700399378.2,804685947,863316332.7,871672163.5,914062914,933719514.8
Dominica,DMA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,18053624232,19589761884,20548823871,23125886966,23810812637,23997898611,26341859726,27746824485,25759429395,23287271796,27172081389,27010994735,27565591595,27729008394,25149840692,20938508742,22676108755,23675435614,26125533752,29749824725,35182412738,36285151849,34224239689,34932984046,34848294110,34037916954,33863203625,32968107996,35229792853,38952016514,41023446805,45210978337,48215664416,48089733273,52016882632,51773985094,50586647457,51415411461,53223704189,56386596235,64093896633,64536444378,62925232114,54765456811,51618225506,51818737795,53753288217,55222239742,56940321055,60082509484,64832561142,67433237614,70242805653,69302994184,72312283776,77059723774,79555949929
Dominican Republic,DOM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,282030127.4,221010423.5,382489410.6,523132391.8,666751984.6,350863349.2,546267866.6,571206376.4,618409386,680040639.8,860808482,1152817036,1369743428,1624293843,1747751469,2001135486,1841778234,2022541489,2011467798,2287400300,2434414065,2042991022,1708112914,1974715685,1804175552,1715353271,2181070986,2794254545,2637854658,3005182151,2745994773,2512585213,3102861129,3609992551,4192624395,4427178839,5051948095,6110938027,8291130810,7748606310,8957854008,8725577778,9300721964,7879704983,8000513471,9104852668,11128837068,12596794809,13391930353,11436762182,13413111407,13113221453,13053411450,12731536090,13921825076,16549927526,18588398233,18539660687,21011586657,22719130263,19978030228,24387467209,25367857706
Algeria,DZA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,18524465338,18524465338,18524465338,18524465338,18524465338,18524465338,20101017004,19355797694,24511823603,28790465239,26724781658,27327272922,29507429086,29990914061,31281592824,32300785018,33905227345,29248875569,23398887872,25267746511,26608350698,25419440619,23077958864,21163800170,19879925494,20755597297,20929260143,20174166971,19392722949,23440928664,22958248389,24204936249,25729847232,27891154400,29090474040,31475892910,34025440237,36135017531,39784654302,44717951435,48653131161,52058850343,53568557003,57425493107,62364080545,66355386577,70137645176,72592461586,75060605281,76937120413,74167384078,70310680106,74388699551,76174028341
East Asia & Pacific (excluding high income),EAP,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30926E+12,,,,,,,
Early-demographic dividend,EAR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,3.38964E+11,3.64547E+11,3.92707E+11,4.22294E+11,4.59195E+11,5.11259E+11,5.66675E+11,5.66015E+11,5.8346E+11,5.84988E+11,6.45162E+11,6.75683E+11,6.40494E+11,6.24745E+11,6.18305E+11,6.17004E+11,6.05097E+11,6.19521E+11,6.24346E+11,6.47158E+11,7.03995E+11,7.60164E+11,8.1054E+11,8.25356E+11,8.74835E+11,8.57259E+11,9.57945E+11,1.05792E+12,1.03707E+12,1.02775E+12,1.08222E+12,1.10681E+12,1.12312E+12,1.18904E+12,1.33188E+12,1.47954E+12,1.63323E+12,1.83516E+12,1.96998E+12,1.89397E+12,2.07543E+12,2.28006E+12,2.33738E+12,2.39876E+12,2.48694E+12,2.60595E+12,2.6933E+12,2.84915E+12,3.00386E+12,2.99885E+12,2.76636E+12,3.04436E+12,3.30491E+12
East Asia & Pacific,EAS,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5223E+12,,,,,,,
Europe & Central Asia (excluding high income),ECA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05833E+11,6.87165E+11,4.59621E+11,3.68336E+11,2.76216E+11,2.60692E+11,2.39329E+11,2.45105E+11,2.27316E+11,2.21819E+11,2.62138E+11,2.56374E+11,2.75778E+11,3.18546E+11,3.79124E+11,4.32992E+11,5.09608E+11,5.90048E+11,6.26379E+11,5.22592E+11,5.70458E+11,6.41211E+11,6.70673E+11,7.09054E+11,7.11155E+11,6.99521E+11,7.12157E+11,7.60483E+11,7.79375E+11,7.70884E+11,7.67636E+11,8.21395E+11,8.30745E+11
Europe & Central Asia,ECS,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,2.31639E+12,2.39948E+12,2.4535E+12,2.36555E+12,2.32981E+12,2.34903E+12,2.391E+12,2.45869E+12,2.56078E+12,2.68883E+12,2.9084E+12,3.09493E+12,3.21901E+12,3.09378E+12,2.87082E+12,2.66604E+12,2.65737E+12,2.73493E+12,2.78831E+12,2.86638E+12,3.016E+12,3.14391E+12,3.32199E+12,3.34733E+12,3.34557E+12,3.42745E+12,3.57863E+12,3.74191E+12,4.00206E+12,4.28713E+12,4.29928E+12,3.7919E+12,3.85036E+12,3.98925E+12,3.96575E+12,3.97311E+12,4.06663E+12,4.22293E+12,4.36228E+12,4.55267E+12,4.67811E+12,4.8895E+12,4.65004E+12,4.86269E+12,5.01818E+12
Ecuador,ECU,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,3997666962,4128920357,3919359852,4038600224,4255724484,4383418465,4430639474,5215385218,5522781882,5688303976,5674195546,7095863563,6778355127,6827699125,7176425315,8803035019,9211986090,10112835891,10888879649,10749318457,11161574137,10794751924,10577220386,8671133207,8661742194,9337351213,9648951545,9636065533,9126806649,8858825045,8459269520,9064689967,9178340120,9198119424,9731589444,9625139319,9333859236,10067408468,10518715051,7866132187,8845221296,10636934541,12561398793,12608751261,13274543157,14700739713,15433323401,16007707416,18564764857,17895553513,19719085900,22545672235,24926104578,27521931872,28144842421,26390456000,24051125018,25328234888,25827942589,24975336760,20221864002,21097621740,21629360126
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,14209908259,16284230305,17819872392,18998770180,20055213834,20816797245,21120880745,18785141276,18458714966,17767345785,17904058946,15095685277,17385333450,19672785170,25220700863,30981245416,24206628417,27371232871,29841021437,29235874411,31466912248,29529067199,31374633901,34604375644,39218292399,48538404239,55283349165,48946510630,52794467965,50438135440,38058487922,36056494763,36101544012,44973045822,53892763604,62075051010,68868273120,78801656919,62370321079,60464864937,71496608380
Euro area,EMU,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,1.12373E+12,1.16952E+12,1.22578E+12,1.27973E+12,1.2355E+12,1.18494E+12,1.2073E+12,1.25376E+12,1.28371E+12,1.3318E+12,1.37456E+12,1.33052E+12,1.29435E+12,1.2905E+12,1.29114E+12,1.32086E+12,1.37371E+12,1.43435E+12,1.54904E+12,1.6583E+12,1.75256E+12,1.78224E+12,1.78643E+12,1.67841E+12,1.71589E+12,1.76955E+12,1.80605E+12,1.85631E+12,1.96848E+12,2.08535E+12,2.18375E+12,2.20842E+12,2.18037E+12,2.20323E+12,2.25533E+12,2.31722E+12,2.44069E+12,2.56548E+12,2.54104E+12,2.26617E+12,2.26433E+12,2.30593E+12,2.23676E+12,2.18497E+12,2.21632E+12,2.32165E+12,2.41495E+12,2.5084E+12,2.58704E+12,2.76173E+12,2.59946E+12,2.69487E+12,2.76796E+12
Eritrea,ERI,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,82402376260,79929530543,91280746120,1.03147E+11,1.09542E+11,1.04613E+11,1.03776E+11,1.02842E+11,1.00066E+11,95661860809,96331287631,94741016148,95696810465,94515931487,89996299660,96024650444,1.06074E+11,1.19013E+11,1.35142E+11,1.51374E+11,1.61141E+11,1.63819E+11,1.57045E+11,1.43059E+11,1.45703E+11,1.56988E+11,1.60816E+11,1.69726E+11,1.88042E+11,2.06669E+11,2.22221E+11,2.31512E+11,2.40907E+11,2.56646E+11,2.68381E+11,2.87081E+11,3.07803E+11,3.19911E+11,3.06178E+11,2.53253E+11,2.39633E+11,2.21513E+11,2.05087E+11,1.97329E+11,2.05381E+11,2.15381E+11,2.20455E+11,2.35483E+11,2.50384E+11,2.61655E+11,2.38066E+11,2.44617E+11,2.50433E+11
Estonia,EST,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300828417,1420960926,1500314397,1795839813,2217602276,2725833517,2336776165,2668095576,3015423039,3726275743,4387149330,4628793471,5342843792,6558936491,7234991542,6286770759,3948325887,3861300134,5236053176,5861359108,5948904113,5790011881,5606905641,5893446221,6709187836,7415246335,7143949352,8905242262,9152926591,8153052436
Ethiopia,ETH,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10430961054,15282529128,16725312437,20804687582,26269302134,29048218330,32500747615,31476055384,35200084594,34054561372,33956680098,37056288401
European Union,EUU,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,1.25996E+12,1.30715E+12,1.37123E+12,1.43075E+12,1.38024E+12,1.32677E+12,1.35644E+12,1.40217E+12,1.42913E+12,1.48213E+12,1.52619E+12,1.47406E+12,1.4385E+12,1.43739E+12,1.44511E+12,1.48518E+12,1.54747E+12,1.61649E+12,1.73927E+12,1.86296E+12,1.95901E+12,1.96813E+12,1.96826E+12,1.84702E+12,1.89849E+12,1.96769E+12,2.01962E+12,2.08554E+12,2.21362E+12,2.33914E+12,2.45245E+12,2.47845E+12,2.44996E+12,2.48175E+12,2.54981E+12,2.63155E+12,2.79058E+12,2.96125E+12,2.95602E+12,2.62591E+12,2.61709E+12,2.67555E+12,2.60408E+12,2.55359E+12,2.60911E+12,2.74154E+12,2.83138E+12,2.94596E+12,3.05172E+12,3.2464E+12,3.08059E+12,3.1955E+12,3.29058E+12
Fragile and conflict affected situations,FCS,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,22699928092,23525800669,25068269899,27200831341,28066043916,29743244625,27566987237,26628178452,24588532058,25584527357,28346944843,29095866044,30885510336,32145916980,31947314173,33540574684,34184092160,36126849232,40033444120,44730012186,43130094597,35835047341,30907700594,27038829145,27267388800,30685798016,33755820184,37429417365,41423663771,43302069095,45994856881,46805910804,45423457742,46693850002,48870714293,50459536753,51144106206,56410963898,56768227049,49939175207,51089740075,53074658636,52923764883,50485055549,49559721798,49791609993,54265165968,56848111977,58916244005,58046385899,57461672605,58017538564,59814949446
Fiji,FJI,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927686499.1,,,,,,,
France,FRA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,2.79565E+11,2.87902E+11,2.96725E+11,2.93877E+11,2.91257E+11,2.82442E+11,2.80079E+11,2.86542E+11,2.98532E+11,3.13928E+11,3.41201E+11,3.66332E+11,3.83215E+11,3.81169E+11,3.75503E+11,3.55083E+11,3.60608E+11,3.65404E+11,3.68151E+11,3.71054E+11,3.94838E+11,4.25796E+11,4.541E+11,4.64432E+11,4.60172E+11,4.69006E+11,4.85325E+11,4.99395E+11,5.17602E+11,5.46247E+11,5.50908E+11,5.00941E+11,5.11364E+11,5.21929E+11,5.23136E+11,5.18922E+11,5.19089E+11,5.24408E+11,5.3836E+11,5.63926E+11,5.82562E+11,6.0612E+11,5.65029E+11,6.2327E+11,6.36706E+11
Faroe Islands,FRO,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,2000513895,2759750323,2601103905,2775876469,2682170481,3014717780,2578875973,1277888187,2398437466,1514986122,1514986122,1787300083,1559249965,1636752015,1524662062,1614937863,1790875640,2464394588,2779314485,1782903671,1635451443,1810938984,2172117435,1815483633,1846902311,1870933829,2000504438,2196891129,2424080665,2393647207,3177286223,3840999666,4318220077,4622332478,4980708496,4204319944,4149306202,3672394031,6670963889,8106239490,6755039488,7375225224,7985928096
United Kingdom,GBR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,1.91596E+11,1.95418E+11,1.95341E+11,2.08121E+11,2.04061E+11,2.00201E+11,2.03658E+11,2.00539E+11,2.05578E+11,2.10963E+11,2.00944E+11,1.83399E+11,1.94423E+11,2.04234E+11,2.22808E+11,2.32097E+11,2.37191E+11,2.59672E+11,2.98221E+11,3.16405E+11,3.09411E+11,2.89829E+11,2.92435E+11,2.96995E+11,3.15992E+11,3.30969E+11,3.46413E+11,3.41306E+11,3.6095E+11,3.67168E+11,3.88191E+11,3.95905E+11,4.03798E+11,4.13954E+11,4.24967E+11,4.42456E+11,4.55194E+11,4.7504E+11,4.59695E+11,4.03281E+11,4.22422E+11,4.22868E+11,4.29609E+11,4.4357E+11,4.7478E+11,5.08709E+11,5.34862E+11,5.53594E+11,5.50944E+11,5.62833E+11,5.02224E+11,5.39607E+11,5.82884E+11
Georgia,GEO,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263783951,2600930137,2758068198,2470936509,3137208935,3641540147,3906198361,4037469892,4115069478,4111957387,3431960630,3179864472,3412570031
Ghana,GHA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14136288263,16310598659,17675620282,13228827823,9887506749,12415142772,17673075308,13052979033,13719651128,13345860489,14978466979,15132546600,17123025531,15406803529,15679593331,16591830691,16722036835
Gibraltar,GIB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004257311,1300919036,1325312273,1217273916,1280787795,1668580333,1853304086,1864533191,1928849404,2107897533,4968899093,2809470344,2356002579,2239535200,2148377513,2078683332,1969394116
"Gambia, The",GMB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163526257.3,155461510.7,184086574.7,155716522.1,132892975.6,174459883.9,194287043.3,184054698.7,197697376.2,206606797.4,210716325.5,280456377.1,374368766.8,369691633.6,377035973.2,426016515.4,539699472.9,659316375.6,768701763
Guinea-Bissau,GNB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60642322.65,54200866.52,36402658.25,44153462.56,43129058.49,58736037.64,59377298.36,75938674.43,89809828.59,77929949.77,80803797.19,88747607.13,51103023.05,54629871.89,81894000.41,99006195.58,95806265.35,96817137.72,116369695.4,155742199.3,170739402,,
Equatorial Guinea,GNQ,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848879989,3632879222,4577827855,6054929832,7874177704,6681183387,7332542513,9638460821,5889715782,5323477538,3234530045,1821532042,1617380500,1454021704,1185542845,,,
Greece,GRC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,11362279750,12860734382,13488382606,12599629606,14958942087,17250309107,18100777033,17838012870,22008873979,25474286045,23130013012,25910761870,32207138792,34083252972,22661318153,25306466783,27031496374,30372593622,34099850175,35560947729,29915711747,26999694406,26128957565,27790167974,23277450632,25453732429,25480770149,24045500945,24664236342,26170985914,27337979339,28499668182,27505989547,26407406468,25593149381,26650323220,29062728222,30080714066,36875810375,39604010484,40738349835,42924984497,42781795201,49243304255,50702001933,44678488626,53341415492,61815833898,57369150326,49376855212,39824377496,29720465216,23275624374,21734499874,21040374186,21075194029,21566059174,23390042891,22374308249,21883607311,22326041110,26625084021,29730091350
Grenada,GRD,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339018616.2,318949251.8,463739952.9,473230489.6,615508519,828541460.5,708445360.1,1179563285,1442465556,880475341.9,697866532.5,544849632.6,600528515,665889985.5,638362627.7,594366868.1,873385446.9,877066430.7,933833604,
Guatemala,GTM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,1311932729,1381302143,1322885872,1567504044,1920435938,2029967969,2019014908,2241727231,2548413049,2588574273,2550847045,2768691350,2752870243,3065641077,3008441749,3293221446,4519964665,4938615144,5302500290,5026239659,4539436792,4892368877,4356885720,3139878537,2859966886,2677415814,2782078406,3239673111,3648587526,3881035913,3483074558,3663191608,4575946992,5012009195,4880652749,5304946573,5199776588,6369950605,7480006953,7914358976,7217192144,7349482729,8031636193,7780658546,7690197916,8018988598,9280515566,9740143730,9171767823,7967641422,7803037529,8357478752,8659090135,8788045381,9168745532,9027290313,8871615683,9233978875,9646774376,10493962152,10022110001,12007182067,12423892529
Guam,GUM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,3.11703E+12,3.30585E+12,3.51017E+12,3.75353E+12,3.61144E+12,3.4719E+12,3.61476E+12,3.80344E+12,4.04457E+12,4.2493E+12,4.24385E+12,4.24957E+12,4.15327E+12,4.26297E+12,4.54004E+12,4.76252E+12,4.97188E+12,5.22671E+12,5.60569E+12,5.93373E+12,6.13512E+12,6.11035E+12,6.15541E+12,6.1051E+12,6.34274E+12,6.6425E+12,7.02002E+12,7.28053E+12,7.57925E+12,7.94745E+12,8.35355E+12,8.34034E+12,8.25219E+12,8.4783E+12,8.84713E+12,9.27683E+12,9.65576E+12,9.93295E+12,9.77112E+12,8.77624E+12,8.94325E+12,9.25668E+12,9.54072E+12,9.74449E+12,1.01089E+13,1.0464E+13,1.07074E+13,1.10908E+13,1.14508E+13,1.18051E+13,1.14305E+13,1.1976E+13,1.22288E+13
"Hong Kong SAR, China",HKG,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,3305349195,4455190981,6007422033,6697302501,7473541044,6496046359,5375113616,4886489290,5087622415,5806411925,7186049844,7847267303,8766943904,8623136795,8795483895,10002774713,12589826467,13883352344,15952870730,19177397624,20951797743,21351480632,19610172140,20141114383,20161412221,21399949409,24432323434,26420896501,27461622028,29708285185,32508525750,35422926278,36465497063,41924877462,44982223979,49782355193,56594432743,52410125641,43847882361,47301713319,48603973417,46712829974,47420424918,49012144493,50984110238,54587653130,56313215420,57095850858,55116258046,59355430821,65427436885,69868357870,71659734363,71578296975,69301125552,69222394543,71385652037,72591466649,61748976516,54866533127,59418907697,54835655809
Honduras,HND,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,395934338.1,351754436.6,482796555.2,563481015.7,558800939.2,588941036,676739306.3,884160364.7,921600988.5,926655479.2,907935161.3,833053913.6,780637042.5,965968138.4,1095138293,1192483917,1220564388,1432103919,1454138988,1547974180,1366846843,1097941002,723969248.3,776369351.1,990243123.1,1047696325,897451201.4,1176696842,1464113841,1388022944,1471564711,1624761000,1835083305,2377109504,2590381044,2721425205,2523490162,2712078342,2783312158,3043943459,3244230183,3146587204,2917404154,3097925049,3821991470,3767191959,4270278142,5310925928,5643299183,3646345051,3697273307,4321442450,4482441831,4396636868,4424738878,4968650284,4602816634,5116997269,5489463985,5202790430,3965062689,5339924937,5640938662
Heavily indebted poor countries (HIPC),HPC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8978E+11,3.13386E+11,3.5509E+11,3.84956E+11,4.05343E+11,3.12388E+11,2.91371E+11,2.89619E+11,2.00684E+11,1.79497E+11,1.72998E+11,1.76445E+11,1.86183E+11,1.92667E+11,2.02452E+11,2.06649E+11,2.0616E+11,2.24272E+11,2.42085E+11
